"ï..companyId","componentId","startDate","capitalStructureDescription","capitalStructureSubTypeName","filingDate","periodEndDate","periodType","outstandingBalance","couponRate","maturityYearHigh","maturityMonthHigh","maturityDayHigh","seniority","secured","convertiblity","issuedCurrency","filingCurrency","reportingAge"
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2009-05-11 00:00:00.000","2009-03-31 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",11
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2009-08-10 00:00:00.000","2009-06-30 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",12
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2009-11-09 00:00:00.000","2009-09-30 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",13
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2010-05-10 00:00:00.000","2010-03-31 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",14
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2010-08-09 00:00:00.000","2010-06-30 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",15
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2010-11-09 00:00:00.000","2010-09-30 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",16
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2011-05-10 00:00:00.000","2011-03-31 00:00:00.000","quarter",1.1e+09,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",17
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2011-08-09 00:00:00.000","2011-06-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",18
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2011-11-09 00:00:00.000","2011-09-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",19
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2012-05-11 00:00:00.000","2012-03-31 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",20
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2012-08-09 00:00:00.000","2012-06-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",21
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2012-11-09 00:00:00.000","2012-09-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",22
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2013-05-10 00:00:00.000","2013-03-31 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",23
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2013-08-06 00:00:00.000","2013-06-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",24
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2013-11-06 00:00:00.000","2013-09-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",25
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2014-05-07 00:00:00.000","2014-03-31 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",26
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2014-08-06 00:00:00.000","2014-06-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",27
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2014-11-06 00:00:00.000","2014-09-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",28
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2015-05-06 00:00:00.000","2015-03-31 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",29
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2015-08-05 00:00:00.000","2015-06-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",30
"323857",901899678,"2005-08-16 00:00:00.000","6.5% Senior Notes Due 2017","Bonds and Notes","2015-11-04 00:00:00.000","2015-09-30 00:00:00.000","quarter",6.6e+08,6.5,2017,8,15,"Senior","NO","Not Convertible","USD","USD",31
"323857",901899682,NA,"7.75% Senior Notes Due 2015","Bonds and Notes","2003-05-15 00:00:00.000","2003-03-31 00:00:00.000","quarter",1.5e+08,7.75,2015,NA,NA,"Senior","NO","Not Convertible","USD","USD",1
"323857",901899682,NA,"7.75% Senior Notes Due 2015","Bonds and Notes","2003-08-14 00:00:00.000","2003-06-30 00:00:00.000","quarter",1.5e+08,7.75,2015,NA,NA,"Senior","NO","Not Convertible","USD","USD",2
"323857",901899682,NA,"7.75% Senior Notes Due 2015","Bonds and Notes","2003-11-12 00:00:00.000","2003-09-30 00:00:00.000","quarter",213001000,7.75,2015,NA,NA,"Senior","NO","Not Convertible","USD","USD",3
"323857",901899682,NA,"7.75% Senior Notes Due 2015","Bonds and Notes","2004-05-10 00:00:00.000","2004-03-31 00:00:00.000","quarter",300408000,7.75,2015,NA,NA,"Senior","NO","Not Convertible","USD","USD",4
"323857",901899682,NA,"7.75% Senior Notes Due 2015","Bonds and Notes","2004-08-09 00:00:00.000","2004-06-30 00:00:00.000","quarter",300408000,7.75,2015,NA,NA,"Senior","NO","Not Convertible","USD","USD",5
